book slot,ethnicity line,season,page number,page type,template id,template name,detail load,quote text,commercial priority,full prompt,compact prompt,negative prompt
Hispanic Spring 13,Hispanic,Spring,13,Decorative page,TPL-10,Decorative Border & Pattern Page,Medium,,Medium,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Journal, tiled accents, and spring border.
COMPOSITION (TPL-10 Decorative Border & Pattern Page): Seasonal border or repeating pattern frame with 4-8 comfort objects set inside it; flatter and more graphic than a symbol cluster. Full-page border or corner frames; Center: object grouping; Background: restrained repeating pattern or open white.
REPRESENTATION: no people, no figures, and no body parts anywhere on this page. Cultural character is carried by objects, textiles, plants, and pattern, never by a figure. Keep those details lived-in rather than costume-like.
SEASON (Spring): flowers, rain, fresh air, journals, new beginnings.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Keep the center open enough to read as a resting page; pattern supports, never fills.
TEXT: none. The page must contain no lettering of any kind.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Journal, tiled accents, and spring border. Seasonal border or repeating pattern frame with 4-8 comfort objects set inside it; flatter and more graphic than a symbol cluster. no people, no figures, and no body parts anywhere on this page. Cultural character is carried by objects, textiles, plants, and pattern, never by a figure. Keep those details lived-in rather than costume-like. Season cues: flowers, rain, fresh air, journals, new beginnings. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Keep the center open enough to read as a resting page; pattern supports, never fills. No text anywhere on the page.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
Hispanic Spring 14,Hispanic,Spring,14,Environment page,TPL-04,Healing Room Interior,Heavy,,High,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Calm bedroom with woven blanket and plants.
COMPOSITION (TPL-04 Healing Room Interior): One interior room with strong furniture silhouette, layered comfort objects, single anchor light source or window. No people. Top: wall art or window; Center: bed, chair, or table anchor; Lower: rug, books, slippers, plants.
REPRESENTATION: no people, no figures, and no body parts anywhere on this page. Cultural character is carried by objects, textiles, plants, and pattern, never by a figure. Keep those details lived-in rather than costume-like.
SEASON (Spring): flowers, rain, fresh air, journals, new beginnings.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Avoid filling every surface with pattern; leave floors and walls partially open.
TEXT: none. The page must contain no lettering of any kind.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Calm bedroom with woven blanket and plants. One interior room with strong furniture silhouette, layered comfort objects, single anchor light source or window. No people. no people, no figures, and no body parts anywhere on this page. Cultural character is carried by objects, textiles, plants, and pattern, never by a figure. Keep those details lived-in rather than costume-like. Season cues: flowers, rain, fresh air, journals, new beginnings. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Avoid filling every surface with pattern; leave floors and walls partially open. No text anywhere on the page.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
Hispanic Spring 15,Hispanic,Spring,15,Environment page,TPL-09,Outdoor Sanctuary,Heavy,,Medium,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Courtyard or patio sanctuary scene.
COMPOSITION (TPL-09 Outdoor Sanctuary): One outdoor retreat space with a strong built anchor (patio, courtyard, balcony, garden bed) plus plants and seating. No people. Top: sky, string lights, pergola, or wall edge; Center: seating or planting anchor; Lower: paving, path, pots, ground plants.
REPRESENTATION: no people, no figures, and no body parts anywhere on this page. Cultural character is carried by objects, textiles, plants, and pattern, never by a figure. Keep those details lived-in rather than costume-like.
SEASON (Spring): flowers, rain, fresh air, journals, new beginnings.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Keep sky, paving, and lawn zones broadly open; do not pattern every surface.
TEXT: none. The page must contain no lettering of any kind.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Courtyard or patio sanctuary scene. One outdoor retreat space with a strong built anchor (patio, courtyard, balcony, garden bed) plus plants and seating. No people. no people, no figures, and no body parts anywhere on this page. Cultural character is carried by objects, textiles, plants, and pattern, never by a figure. Keep those details lived-in rather than costume-like. Season cues: flowers, rain, fresh air, journals, new beginnings. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Keep sky, paving, and lawn zones broadly open; do not pattern every surface. No text anywhere on the page.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
Hispanic Summer 01,Hispanic,Summer,01,Solo portrait,TPL-01,Solo Portrait Calm Scene,Medium,,High,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Woman resting in sunlight with sketchbook.
COMPOSITION (TPL-01 Solo Portrait Calm Scene): One focal person centered slightly off-axis, 2-3 supporting props, light background context, open lower corners. Top: seasonal cues; Center: face/body focal point; Mid-lower: hands/object; Edges: light framing motifs.
REPRESENTATION: Hispanic figures with varied skin tones and hair textures, warm family framing, and culturally familiar domestic details. Natural proportions. No stereotypes, no costume-like exaggeration, no tokenism.
SEASON (Summer): sunlight, porches, gardens, walking paths, community warmth.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Leave 35-45 percent open colorable space.
TEXT: none. The page must contain no lettering of any kind.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Woman resting in sunlight with sketchbook. One focal person centered slightly off-axis, 2-3 supporting props, light background context, open lower corners. Hispanic figures with varied skin tones and hair textures, warm family framing, and culturally familiar domestic details. Season cues: sunlight, porches, gardens, walking paths, community warmth. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Leave 35-45 percent open colorable space. No text anywhere on the page.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
Hispanic Summer 02,Hispanic,Summer,02,Solo portrait,TPL-06,Walking Reflection Scene,Light-Medium,,Medium,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Man on beachside boardwalk or riverside walk.
COMPOSITION (TPL-06 Walking Reflection Scene): Single figure outdoors on a path, sidewalk, trail, dock, or shoreline with calm background depth and limited environmental clutter. Top: sky, trees, or buildings minimal; Center: figure; Lower: path, leaves, water, flowers, pavement texture.
REPRESENTATION: Hispanic figures with varied skin tones and hair textures, warm family framing, and culturally familiar domestic details. Natural proportions. No stereotypes, no costume-like exaggeration, no tokenism.
SEASON (Summer): sunlight, porches, gardens, walking paths, community warmth.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Keep large sky and path zones open to avoid density.
TEXT: none. The page must contain no lettering of any kind.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Man on beachside boardwalk or riverside walk. Single figure outdoors on a path, sidewalk, trail, dock, or shoreline with calm background depth and limited environmental clutter. Hispanic figures with varied skin tones and hair textures, warm family framing, and culturally familiar domestic details. Season cues: sunlight, porches, gardens, walking paths, community warmth. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Keep large sky and path zones open to avoid density. No text anywhere on the page.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
Hispanic Summer 03,Hispanic,Summer,03,Solo portrait,TPL-01,Solo Portrait Calm Scene,Medium,,High,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Young adult stretching in a bright backyard.
COMPOSITION (TPL-01 Solo Portrait Calm Scene): One focal person centered slightly off-axis, 2-3 supporting props, light background context, open lower corners. Top: seasonal cues; Center: face/body focal point; Mid-lower: hands/object; Edges: light framing motifs.
REPRESENTATION: Hispanic figures with varied skin tones and hair textures, warm family framing, and culturally familiar domestic details. Natural proportions. No stereotypes, no costume-like exaggeration, no tokenism.
SEASON (Summer): sunlight, porches, gardens, walking paths, community warmth.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Leave 35-45 percent open colorable space.
VARIATION: Use 2 of TPL-01 in this book — change the viewpoint and prop cluster: seated vs standing, three-quarter vs frontal, and a different anchor object.
TEXT: none. The page must contain no lettering of any kind.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Young adult stretching in a bright backyard. One focal person centered slightly off-axis, 2-3 supporting props, light background context, open lower corners. Hispanic figures with varied skin tones and hair textures, warm family framing, and culturally familiar domestic details. Season cues: sunlight, porches, gardens, walking paths, community warmth. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Leave 35-45 percent open colorable space. No text anywhere on the page.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
Hispanic Summer 04,Hispanic,Summer,04,Solo portrait,TPL-01,Solo Portrait Calm Scene,Medium,,Medium,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Woman laughing softly on shaded porch.
COMPOSITION (TPL-01 Solo Portrait Calm Scene): One focal person centered slightly off-axis, 2-3 supporting props, light background context, open lower corners. Top: seasonal cues; Center: face/body focal point; Mid-lower: hands/object; Edges: light framing motifs.
REPRESENTATION: Hispanic figures with varied skin tones and hair textures, warm family framing, and culturally familiar domestic details. Natural proportions. No stereotypes, no costume-like exaggeration, no tokenism.
SEASON (Summer): sunlight, porches, gardens, walking paths, community warmth.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Leave 35-45 percent open colorable space.
VARIATION: Use 3 of TPL-01 in this book — change the viewpoint and prop cluster: seated vs standing, three-quarter vs frontal, and a different anchor object.
TEXT: none. The page must contain no lettering of any kind.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Woman laughing softly on shaded porch. One focal person centered slightly off-axis, 2-3 supporting props, light background context, open lower corners. Hispanic figures with varied skin tones and hair textures, warm family framing, and culturally familiar domestic details. Season cues: sunlight, porches, gardens, walking paths, community warmth. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Leave 35-45 percent open colorable space. No text anywhere on the page.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
Hispanic Summer 05,Hispanic,Summer,05,Community scene,TPL-02,Support Circle Scene,Heavy,,High,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Outdoor support group under trees.
COMPOSITION (TPL-02 Support Circle Scene): 3-5 people in a curved or circular arrangement, one clear focal interaction, simple background geometry. Indoor variant uses simple room geometry; outdoor variant uses trees, park edge, or garden as a low-detail backdrop. Top: wall, window, banners, or tree line kept minimal; Center: group interaction; Bottom: chairs, floor, ground, grounding objects.
REPRESENTATION: Hispanic figures with varied skin tones and hair textures, warm family framing, and culturally familiar domestic details. Natural proportions. No stereotypes, no costume-like exaggeration, no tokenism.
SEASON (Summer): sunlight, porches, gardens, walking paths, community warmth.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Keep background under 30 percent detail so figures stay readable.
TEXT: none. The page must contain no lettering of any kind.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Outdoor support group under trees. 3-5 people in a curved or circular arrangement, one clear focal interaction, simple background geometry. Indoor variant uses simple room geometry; outdoor variant uses trees, park edge, or garden as a low-detail backdrop. Hispanic figures with varied skin tones and hair textures, warm family framing, and culturally familiar domestic details. Season cues: sunlight, porches, gardens, walking paths, community warmth. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Keep background under 30 percent detail so figures stay readable. No text anywhere on the page.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
Hispanic Summer 06,Hispanic,Summer,06,Community scene,TPL-02,Support Circle Scene,Heavy,,High,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Family cookout focused on reconnection and peace.
COMPOSITION (TPL-02 Support Circle Scene): 3-5 people in a curved or circular arrangement, one clear focal interaction, simple background geometry. Indoor variant uses simple room geometry; outdoor variant uses trees, park edge, or garden as a low-detail backdrop. Top: wall, window, banners, or tree line kept minimal; Center: group interaction; Bottom: chairs, floor, ground, grounding objects.
REPRESENTATION: Hispanic figures with varied skin tones and hair textures, warm family framing, and culturally familiar domestic details. Natural proportions. No stereotypes, no costume-like exaggeration, no tokenism.
SEASON (Summer): sunlight, porches, gardens, walking paths, community warmth.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Keep background under 30 percent detail so figures stay readable.
VARIATION: Use 2 of TPL-02 in this book — change the seating geometry and eye level: open horseshoe vs closed ring, standing vs seated, and a different room or landscape anchor.
TEXT: none. The page must contain no lettering of any kind.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Family cookout focused on reconnection and peace. 3-5 people in a curved or circular arrangement, one clear focal interaction, simple background geometry. Indoor variant uses simple room geometry; outdoor variant uses trees, park edge, or garden as a low-detail backdrop. Hispanic figures with varied skin tones and hair textures, warm family framing, and culturally familiar domestic details. Season cues: sunlight, porches, gardens, walking paths, community warmth. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Keep background under 30 percent detail so figures stay readable. No text anywhere on the page.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
Hispanic Summer 07,Hispanic,Summer,07,Community scene,TPL-07,Pair Conversation Scene,Medium,,Medium,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Friends sharing aguas frescas and conversation.
COMPOSITION (TPL-07 Pair Conversation Scene): Exactly 2-3 figures in close, readable interaction: seated together, standing side by side, or walking together. Anchor is a porch railing, patio edge, park or city bench, kitchen or dining table, shop chair, or shared task. Top: plants, string lights, window, or tree line; Center: the two figures and their shared focus; Bottom: floorboards, table, bench, path, or ground.
REPRESENTATION: Hispanic figures with varied skin tones and hair textures, warm family framing, and culturally familiar domestic details. Natural proportions. No stereotypes, no costume-like exaggeration, no tokenism.
SEASON (Summer): sunlight, porches, gardens, walking paths, community warmth.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Keep railing, walls, table, and ground simple enough for color fill.
TEXT: none. The page must contain no lettering of any kind.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Friends sharing aguas frescas and conversation. Exactly 2-3 figures in close, readable interaction: seated together, standing side by side, or walking together. Anchor is a porch railing, patio edge, park or city bench, kitchen or dining table, shop chair, or shared task. Hispanic figures with varied skin tones and hair textures, warm family framing, and culturally familiar domestic details. Season cues: sunlight, porches, gardens, walking paths, community warmth. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Keep railing, walls, table, and ground simple enough for color fill. No text anywhere on the page.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
